day_id,num_trips,travel_date,day_num,travel_dow,travel_day,hh_day_complete,survey_complete,begin_day,end_day,telecommute_time,delivery_2,delivery_3,delivery_5,delivery_6,delivery_7,delivery_8,delivery_996,made_travel,no_travel_1,no_travel_2,no_travel_3,no_travel_4,no_travel_5,no_travel_6,no_travel_7,no_travel_8,no_travel_9,no_travel_11,no_travel_12,no_travel_99,attend_school_1,attend_school_2,attend_school_3,attend_school_998,attend_school_999,attend_school_no_1,attend_school_no_2,attend_school_no_3,attend_school_no_4,attend_school_no_5,attend_school_no_997,attend_school_no_998,attend_school_no_999,person_id,person_num,is_participant,hh_id,day_weight
220000770101,6,2022-05-17,1,2,1,1,1,1,1,540,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007701,1,1,22000077,58.2907635456166
220000770201,6,2022-05-17,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007702,2,1,22000077,58.2907635456166
220000770102,5,2022-05-18,2,3,1,1,1,1,1,540,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007701,1,1,22000077,58.2907635456166
220000770202,5,2022-05-18,2,3,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007702,2,1,22000077,58.2907635456166
220000770103,4,2022-05-19,3,4,1,1,1,1,1,540,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007701,1,1,22000077,58.2907635456166
220000770203,4,2022-05-19,3,4,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007702,2,1,22000077,58.2907635456166
220000770104,5,2022-05-20,4,5,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007701,1,1,22000077,0
220000770204,6,2022-05-20,4,5,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007702,2,1,22000077,0
220000770105,7,2022-05-21,5,6,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007701,1,1,22000077,0
220000770205,3,2022-05-21,5,6,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007702,2,1,22000077,0
220000770106,2,2022-05-22,6,7,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007701,1,1,22000077,0
220000770206,2,2022-05-22,6,7,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007702,2,1,22000077,0
220000770107,2,2022-05-23,7,1,1,1,1,1,1,375,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007701,1,1,22000077,58.2907635456166
220000770207,2,2022-05-23,7,1,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200007702,2,1,22000077,58.2907635456166
220001250101,5,2022-05-28,1,6,1,0,1,1,1,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200012501,1,1,22000125,0
220001250102,12,2022-05-29,2,7,1,0,1,1,1,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200012501,1,1,22000125,0
220001250103,6,2022-05-30,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200012501,1,1,22000125,3.14005111322302
220001250104,4,2022-05-31,4,2,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200012501,1,1,22000125,3.14005111322302
220001250105,10,2022-06-01,5,3,1,1,1,1,1,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200012501,1,1,22000125,3.14005111322302
220001250106,12,2022-06-02,6,4,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200012501,1,1,22000125,3.14005111322302
220001250107,9,2022-06-03,7,5,1,1,1,1,1,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200012501,1,1,22000125,0
220001540101,2,2022-05-25,1,3,1,1,1,1,1,,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200015401,1,1,22000154,771.420526347188
220001820101,6,2022-05-05,1,4,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018201,1,1,22000182,103.798695271229
220001830101,6,2022-05-29,1,7,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018301,1,1,22000183,0
220001830102,6,2022-05-30,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018301,1,1,22000183,85.662808155727
220001830103,13,2022-05-31,3,2,1,1,1,1,1,300,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018301,1,1,22000183,85.662808155727
220001830104,4,2022-06-01,4,3,1,1,1,1,1,300,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018301,1,1,22000183,85.662808155727
220001830105,5,2022-06-02,5,4,1,1,1,1,1,540,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018301,1,1,22000183,85.662808155727
220001830106,3,2022-06-03,6,5,1,1,1,1,1,360,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018301,1,1,22000183,0
220001830107,7,2022-06-04,7,6,1,1,1,1,1,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200018301,1,1,22000183,0
220001990101,10,2022-05-24,1,2,1,0,1,1,1,510,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019901,1,1,22000199,0
220001990201,7,2022-05-24,1,2,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019902,2,0,22000199,0
220001990102,8,2022-05-25,2,3,1,0,1,1,1,495,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019901,1,1,22000199,0
220001990202,2,2022-05-25,2,3,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019902,2,0,22000199,0
220001990103,7,2022-05-26,3,4,1,1,1,1,1,480,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019901,1,1,22000199,5565.60004462454
220001990203,6,2022-05-26,3,4,1,1,995,4,1,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,995,995,995,995,995,995,995,995,2200019902,2,0,22000199,5565.60004462454
220001990104,6,2022-05-27,4,5,1,0,1,1,1,495,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019901,1,1,22000199,0
220001990204,4,2022-05-27,4,5,0,0,995,1,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019902,2,0,22000199,0
220001990105,4,2022-05-28,5,6,1,0,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019901,1,1,22000199,0
220001990205,1,2022-05-28,5,6,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019902,2,0,22000199,0
220001990106,4,2022-05-29,6,7,1,0,1,1,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019901,1,1,22000199,0
220001990206,2,2022-05-29,6,7,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019902,2,0,22000199,0
220001990107,6,2022-05-30,7,1,1,0,1,1,1,105,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019901,1,1,22000199,0
220001990207,5,2022-05-30,7,1,0,0,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200019902,2,0,22000199,0
220002020101,5,2022-05-24,1,2,1,1,1,1,1,,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200020201,1,1,22000202,49.7437776835713
220002750101,2,2022-05-17,1,2,1,1,1,1,1,,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200027501,1,1,22000275,423.047689706155
220002800101,5,2022-05-25,1,3,1,1,1,1,1,450,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200028001,1,1,22000280,420.889125965101
220002830101,5,2022-05-11,1,3,1,1,1,1,3,0,0,1,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200028301,1,1,22000283,415.718706947686
220002830201,2,2022-05-11,1,3,1,1,1,1,1,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200028302,2,1,22000283,415.718706947686
220002900101,6,2022-06-02,1,4,1,0,1,1,1,540,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029001,1,1,22000290,0
220002900201,8,2022-06-02,1,4,1,0,1,1,1,120,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2200029002,2,1,22000290,0
